Time,0
2020-01-01,6142
2020-01-02,10935
2020-01-03,9589
2020-01-04,7498
2020-01-05,7479
2020-01-06,20299
2020-01-07,21001
2020-01-08,18326
2020-01-09,12698
2020-01-10,15460
2020-01-11,11910
2020-01-12,10732
2020-01-13,20913
2020-01-14,19848
2020-01-15,22366
2020-01-16,24941
2020-01-17,16867
2020-01-18,9903
2020-01-19,7305
2020-01-20,19634
2020-01-21,20155
2020-01-22,17294
2020-01-23,18131
2020-01-24,16001
2020-01-25,8184
2020-01-26,12727
2020-01-27,15045
2020-01-28,15133
2020-01-29,17780
2020-01-30,19509
2020-01-31,20809
2020-02-01,5428
2020-02-02,6956
2020-02-03,18613
2020-02-04,14957
2020-02-05,18178
2020-02-06,15936
2020-02-07,16063
2020-02-08,8376
2020-02-09,4531
2020-02-10,6620
2020-02-11,11214
2020-02-12,16045
2020-02-13,14758
2020-02-14,15182
2020-02-15,15626
2020-02-16,8140
2020-02-17,18825
2020-02-18,19222
2020-02-19,15382
2020-02-20,12875
2020-02-21,14823
2020-02-22,7818
2020-02-23,3581
2020-02-24,6799
2020-02-25,15168
2020-02-26,11331
2020-02-27,11606
2020-02-28,15030
2020-02-29,8359
2020-03-01,10340
2020-03-02,15890
2020-03-03,19527
2020-03-04,17648
2020-03-05,12114
2020-03-06,9777
2020-03-07,12029
2020-03-08,11588
2020-03-09,18783
2020-03-10,12808
2020-03-11,15121
2020-03-12,18217
2020-03-13,14396
2020-03-14,13277
2020-03-15,26292
2020-03-16,27481
2020-03-17,30236
2020-03-18,28508
2020-03-19,25663
2020-03-20,14328
2020-03-21,13850
2020-03-22,17223
2020-03-23,14798
2020-03-24,17280
2020-03-25,20102
2020-03-26,19156
2020-03-27,26116
2020-03-28,31492
2020-03-29,5229
2020-03-30,13296
2020-03-31,18898
2020-04-01,21438
2020-04-02,19662
2020-04-03,13059
2020-04-04,25913
2020-04-05,35636
2020-04-06,29276
2020-04-07,29993
2020-04-08,33767
2020-04-09,30429
2020-04-10,39907
2020-04-11,33710
2020-04-12,36472
2020-04-13,13340
2020-04-14,16346
2020-04-15,28240
2020-04-16,36010
2020-04-17,36269
2020-04-18,20858
2020-04-19,28490
2020-04-20,26627
2020-04-21,29511
2020-04-22,32752
2020-04-23,34990
2020-04-24,31229
2020-04-25,30090
2020-04-26,43972
2020-04-27,33572
2020-04-28,15451
2020-04-29,20836
2020-04-30,13851
2020-05-01,17108
2020-05-02,12141
2020-05-03,33276
2020-05-04,16134
2020-05-05,28797
2020-05-06,34255
2020-05-07,35738
2020-05-08,34441
2020-05-09,37458
2020-05-10,16238
2020-05-11,12055
2020-05-12,22595
2020-05-13,22702
2020-05-14,25219
2020-05-15,30038
2020-05-16,33228
2020-05-17,42558
2020-05-18,32811
2020-05-19,34895
2020-05-20,33065
2020-05-21,55016
2020-05-22,26328
2020-05-23,19522
2020-05-24,21388
2020-05-25,24345
2020-05-26,36917
2020-05-27,39310
2020-05-28,37202
2020-05-29,36271
2020-05-30,36189
2020-05-31,46113
2020-06-01,49499
2020-06-02,37371
2020-06-03,32670
2020-06-04,12214
2020-06-05,11816
2020-06-06,17982
2020-06-07,27520
2020-06-08,23785
2020-06-09,25336
2020-06-10,23962
2020-06-11,30217
2020-06-12,43805
2020-06-13,31180
2020-06-14,24608
2020-06-15,27185
2020-06-16,17489
2020-06-17,22459
2020-06-18,28143
2020-06-19,28618
2020-06-20,34992
2020-06-21,41955
2020-06-22,32036
2020-06-23,42284
2020-06-24,40955
2020-06-25,38158
2020-06-26,34421
2020-06-27,23724
2020-06-28,24367
2020-06-29,24255
2020-06-30,30768
2020-07-01,20372
2020-07-02,21839
2020-07-03,31366
2020-07-04,25878
2020-07-05,28230
2020-07-06,22265
2020-07-07,33294
2020-07-08,10187
2020-07-09,25537
2020-07-10,20587
2020-07-11,30654
2020-07-12,40949
2020-07-13,37592
2020-07-14,26444
2020-07-15,27791
2020-07-16,12720
2020-07-17,28194
2020-07-18,38537
2020-07-19,39217
2020-07-20,26671
2020-07-21,38349
2020-07-22,38932
2020-07-23,39823
2020-07-24,29467
2020-07-25,27841
2020-07-26,27309
2020-07-27,30251
2020-07-28,32973
2020-07-29,38080
2020-07-30,38819
2020-07-31,33467
2020-08-01,23040
2020-08-02,33829
2020-08-03,29945
2020-08-04,38658
2020-08-05,40189
2020-08-06,37116
2020-08-07,33981
2020-08-08,28699
2020-08-09,26979
2020-08-10,31199
2020-08-11,29393
2020-08-12,24765
2020-08-13,28721
2020-08-14,28942
2020-08-15,25657
2020-08-16,31866
2020-08-17,23855
2020-08-18,26302
2020-08-19,37801
2020-08-20,33884
2020-08-21,30268
2020-08-22,35151
2020-08-23,27339
2020-08-24,28602
2020-08-25,27631
2020-08-26,17872
2020-08-27,34245
2020-08-28,26309
2020-08-29,29368
2020-08-30,26636
2020-08-31,21847
2020-09-01,29427
2020-09-02,36951
2020-09-03,20974
2020-09-04,25000
2020-09-05,23067
2020-09-06,29385
2020-09-07,32193
2020-09-08,34776
2020-09-09,31043
2020-09-10,34896
2020-09-11,34641
2020-09-12,35961
2020-09-13,38185
2020-09-14,35171
2020-09-15,38510
2020-09-16,36580
2020-09-17,34686
2020-09-18,33257
2020-09-19,33906
2020-09-20,37896
2020-09-21,35216
2020-09-22,40375
2020-09-23,33770
2020-09-24,27522
2020-09-25,22948
2020-09-26,5749
2020-09-27,13469
2020-09-28,18983
2020-09-29,21261
2020-09-30,26323
2020-10-01,20355
2020-10-02,22586
2020-10-03,8842
2020-10-04,14855
2020-10-05,17635
2020-10-06,19903
2020-10-07,20372
2020-10-08,23050
2020-10-09,14137
2020-10-10,17690
2020-10-11,16036
2020-10-12,16709
2020-10-13,22040
2020-10-14,18179
2020-10-15,15347
2020-10-16,15814
2020-10-17,12966
2020-10-18,16181
2020-10-19,24853
2020-10-20,19219
2020-10-21,21319
2020-10-22,23106
2020-10-23,12940
2020-10-24,19143
2020-10-25,9611
2020-10-26,20350
2020-10-27,21615
2020-10-28,21235
2020-10-29,16246
2020-10-30,17886
2020-10-31,28441
2020-11-01,11463
2020-11-02,21182
2020-11-03,22078
2020-11-04,22357
2020-11-05,19118
2020-11-06,20808
2020-11-07,23487
2020-11-08,16552
2020-11-09,20909
2020-11-10,23231
2020-11-11,18875
2020-11-12,20183
2020-11-13,19203
2020-11-14,23503
2020-11-15,16337
2020-11-16,15934
2020-11-17,18044
2020-11-18,26916
2020-11-19,13635
2020-11-20,16490
2020-11-21,12148
2020-11-22,8363
2020-11-23,17610
2020-11-24,17963
2020-11-25,18624
2020-11-26,17513
2020-11-27,15471
2020-11-28,13798
2020-11-29,7815
2020-11-30,12766
2020-12-01,9333
2020-12-02,14549
2020-12-03,12804
2020-12-04,13344
2020-12-05,13512
2020-12-06,5803
2020-12-07,10381
2020-12-08,14562
2020-12-09,15853
2020-12-10,13613
2020-12-11,11772
2020-12-12,7532
2020-12-13,11521
2020-12-14,14138
2020-12-15,9109
2020-12-16,14618
2020-12-17,14074
2020-12-18,16273
2020-12-19,15485
2020-12-20,10063
2020-12-21,7534
2020-12-22,11231
2020-12-23,5418
2020-12-24,3704
2020-12-25,4413
2020-12-26,8587
2020-12-27,2404
2020-12-28,8954
2020-12-29,10591
2020-12-30,9862
2020-12-31,4382
