Datetime,Temperature (°C),Precipitations (mm),Wind Speed (m/s),KennedyBrücke,NordBrücke,SüdBrücke,Estermannufer,VonSandtUfer,Rhenusallee,BrühlerStraße,WilhelmSpiritusUfer,McCloyWeg,WegDammBonnBeuel,Bonn
2018-12-30,467.1,16.3,378.3,18625.0,2511.0,4386.0,1111.0,2969.0,4192.0,1826.0,4555.0,2240.0,4058.0,47139.0
2019-01-06,740.6,15.0,554.4,21560.0,2261.0,5794.0,899.0,2586.0,3572.0,2449.0,4769.0,1624.0,3330.0,49231.0
2019-01-13,699.8,44.3,614.3,33333.0,3502.0,10792.0,1169.0,3843.0,5011.0,3982.0,8488.0,1974.0,4712.0,78061.0
2019-01-20,294.6,5.2,502.2,38694.0,4278.0,13119.0,1690.0,5266.0,7207.0,4662.0,10843.0,2712.0,7146.0,96251.0
2019-01-27,-99.5,9.4,464.1,31617.0,3459.0,10870.0,1242.0,4019.0,5405.0,3874.0,8788.0,2124.0,5426.0,77824.0
2019-02-03,145.8,24.3,473.2,27554.0,2675.0,8474.0,820.0,3058.0,4123.0,3171.0,6818.0,1701.0,3929.0,62519.0
2019-02-10,887.7,2.1,671.0999999999999,37119.0,4175.0,12547.0,1689.0,5194.0,6556.0,4380.0,10424.0,2996.0,6457.0,91537.0
2019-02-17,885.2,8.6,438.9,47135.0,7139.0,18251.0,3761.0,9761.0,13736.0,5060.0,15627.0,6064.0,13719.0,142143.0
2019-02-24,1251.4,9.6,474.40000000000003,48876.0,7239.0,18474.0,3698.0,9427.0,12917.0,5461.0,15835.0,5735.0,13381.0,142783.0
2019-03-03,1532.2,2.4000000000000004,437.5,44361.0,6438.0,16462.0,3203.0,8625.0,10943.0,5138.0,14289.0,5150.0,10978.0,128818.0
2019-03-10,1424.8,22.9,802.9,31592.0,3621.0,10488.0,1426.0,4563.0,5313.0,3594.0,8592.0,2799.0,5180.0,79270.0
2019-03-17,1136.4,22.0,729.5,31280.0,3516.0,10642.0,992.0,4474.0,5087.0,3725.0,8501.0,2116.0,4804.0,77163.0
2019-03-24,1236.4,0.1,337.6,50806.0,7534.0,19265.0,2477.0,10267.0,13668.0,5864.0,17201.0,5048.0,13783.0,150153.0
2019-03-31,1380.6,6.7,397.1,52834.0,8184.0,20325.0,4611.0,12018.0,15273.0,6059.0,18881.0,8197.0,14894.0,166296.0
2019-04-07,1485.4,0.3,375.6,55595.0,8238.0,20441.0,4814.0,11986.0,14239.0,6687.0,17044.0,7790.0,14316.0,165570.0
2019-04-14,1188.5,1.7,359.0,53641.0,7023.0,19126.0,3684.0,9225.0,11354.0,6678.0,17090.0,5607.0,11177.0,148444.0
2019-04-21,2365.3,0.0,470.8,55824.0,10934.0,22689.0,8962.0,18589.0,22471.0,6012.0,25320.0,14598.0,20730.0,211886.0
2019-04-28,-11948.5,8.0,-6988.750000000001,47038.0,8009.0,17504.0,5771.0,12689.0,14652.0,5320.0,18478.0,9108.0,14001.0,156880.0
2019-05-05,1414.7,17.599999999999998,374.6,50259.0,7225.0,19828.0,4477.0,11967.0,14645.0,6098.0,19008.0,8540.0,14078.0,160350.0
2019-05-12,1553.2,14.0,446.7,48415.0,6510.0,17667.0,3322.0,8934.0,10792.0,6039.0,15607.0,5786.0,11054.0,137659.0
2019-05-19,1932.5,13.8,364.0,61697.0,9846.0,24958.0,5952.0,14878.0,17428.0,7571.0,24056.0,10334.0,17954.0,199970.0
2019-05-26,2378.0,14.0,403.7,59702.0,9878.0,23132.0,6541.0,15243.0,17658.0,7164.0,22722.0,10828.0,17852.0,196057.0
2019-06-02,2823.4,30.4,354.0,61928.0,11755.0,23815.0,9485.0,20778.0,21377.0,7106.0,27417.0,15792.0,21622.0,227342.0
2019-06-09,3018.1,4.4,527.4,66611.0,11280.0,28191.0,8415.0,20062.0,19188.0,7898.0,28312.0,13890.0,19519.0,230796.0
2019-06-16,2967.7,15.600000000000001,377.7,60801.0,11166.0,26387.0,8297.0,20058.0,22293.0,7187.0,27652.0,14082.0,21835.0,226100.0
2019-06-23,3361.0,3.3,347.1,66877.0,13297.0,27488.0,10762.0,24073.0,24073.0,8028.0,32001.0,17913.0,24196.0,255442.0
2019-06-30,4098.5,0.0,459.8,75127.0,14815.0,31112.0,9171.0,23122.0,23062.0,8886.0,32837.0,15544.0,23053.0,263934.0
2019-07-07,3100.0,0.30000000000000004,392.5,77972.0,13961.0,32759.0,9789.0,22848.0,25514.0,9562.0,32826.0,16155.0,25326.0,274329.0
2019-07-14,2734.7,18.2,383.6,64549.0,10378.0,28114.0,7286.0,17438.0,18652.0,8032.0,28719.0,11727.0,17965.0,218572.0
2019-07-21,3017.0,7.8999999999999995,316.40000000000003,63119.0,11517.0,29716.0,9229.0,20746.0,22169.0,7458.0,30816.0,15400.0,21033.0,237537.0
2019-07-28,4240.1,0.7,355.1,53875.0,10300.0,24888.0,6996.0,16651.0,17038.0,6405.0,25041.0,11679.0,15870.0,193775.0
2019-08-04,3308.6,19.6,336.9,60692.0,11102.0,28161.0,10655.0,22304.0,23408.0,7217.0,30313.0,17326.0,22191.0,239521.0
2019-08-11,3391.0,8.700000000000001,459.1,51952.0,9067.0,22755.0,8056.0,18338.0,18026.0,6270.0,25934.0,14198.0,16970.0,196679.0
2019-08-18,2897.0,20.299999999999997,467.1,50327.0,7825.0,21996.0,6266.0,15661.0,15185.0,6066.0,23746.0,11185.0,14227.0,176986.0
2019-08-25,3166.6,7.0,266.2,67858.0,13064.0,31896.0,11147.0,26448.0,26291.0,7548.0,33395.0,19582.0,25031.0,269301.0
2019-09-01,3658.0,2.2,320.09999999999997,68910.0,12141.0,30461.0,8383.0,21528.0,21693.0,8335.0,29797.0,14662.0,21347.0,243556.0
2019-09-08,2413.2,0.6,349.7,61184.0,9064.0,24736.0,5637.0,14633.0,15454.0,7202.0,22455.0,9767.0,15623.0,191042.0
2019-09-15,2577.4,26.2,313.7,65104.0,10837.0,27567.0,7619.0,18592.0,20712.0,7739.0,26733.0,13281.0,20748.0,225112.0
2019-09-22,2309.6,1.5,402.0,65451.0,9592.0,27136.0,7203.0,17325.0,19345.0,7756.0,26565.0,12067.0,19117.0,217367.0
2019-09-29,2609.2,24.400000000000002,559.7,50222.0,6178.0,17074.0,3107.0,8730.0,10323.0,6299.0,15704.0,5518.0,10749.0,137732.0
2019-10-06,1924.3,33.6,529.3,39977.0,4827.0,12809.0,2440.0,6773.0,7788.0,4927.0,11665.0,4373.0,7850.0,106130.0
2019-10-13,2288.4,6.5,660.5,53568.0,7702.0,19836.0,4390.0,11672.0,13539.0,6634.0,18258.0,7911.0,13582.0,161144.0
2019-10-20,2391.2,1.1,490.3,44367.0,5533.0,16034.0,2991.0,7731.0,9415.0,5639.0,14750.0,5011.0,9307.0,123865.0
2019-10-27,2179.1,2.6,442.5,56031.0,7585.0,19874.0,4452.0,11772.0,14025.0,6644.0,19191.0,7821.0,14013.0,165673.0
2019-11-03,1224.7,2.8,393.7,46850.0,5946.0,16160.0,2425.0,7746.0,9111.0,5894.0,13606.0,4341.0,9470.0,124784.0
2019-11-10,-21881.6,12.200000000000001,404.036,48510.0,6229.0,17088.0,2347.0,7321.0,9134.0,6138.0,14048.0,4048.0,9438.0,127525.0
2019-11-17,-297.19999999999993,5.199999999999999,487.064,46450.0,5787.0,17324.0,2096.0,6853.0,8559.0,5886.0,13383.0,3529.0,8535.0,121417.0
2019-11-24,702.1,4.0,341.2,44392.0,5751.0,15986.0,2119.0,6804.0,8732.0,5482.0,12673.0,3649.0,8482.0,116868.0
2019-12-01,1062.1000000000001,3.6,463.90000000000003,46442.0,5537.0,15746.0,1969.0,6325.0,7844.0,5901.0,12755.0,3275.0,7936.0,116610.0
2019-12-08,746.5,5.0,481.0,42382.0,4764.0,13969.0,1676.0,5292.0,6852.0,5254.0,11518.0,2579.0,7115.0,103907.0
2019-12-15,867.2,10.3,757.8,39783.0,4372.0,12872.0,1494.0,4981.0,6521.0,4804.0,10380.0,2559.0,6442.0,96520.0
2019-12-22,1562.2,6.2,634.2,48691.0,5512.0,15063.0,2087.0,6276.0,8242.0,5731.0,12770.0,3533.0,8654.0,119522.0
2019-12-29,780.9,9.1,439.0,18022.0,2522.0,4602.0,1018.0,3090.0,3741.0,2131.0,4518.0,2059.0,3912.0,47018.0
2020-01-05,631.7,4.199999999999999,448.79999999999995,24019.0,3483.0,6576.0,1153.0,3617.0,5221.0,2455.0,5893.0,2225.0,5134.0,61516.0
2020-01-12,1116.1,9.1,606.9,43290.0,5633.0,15148.0,2006.0,6498.0,8343.0,5045.0,12574.0,3612.0,8277.0,113318.0
2020-01-19,-70040.2,0.5,584.2745562130177,47990.0,5889.0,17590.0,2219.0,7133.0,9168.0,5552.0,13870.0,3575.0,9157.0,125322.0
2020-01-26,-96772.1,0.0,321.12544378698226,44013.0,5590.0,15914.0,1979.0,6191.0,8697.0,5123.0,12660.0,3401.0,8558.0,115033.0
2020-02-02,1377.7,20.299999999999997,827.4,40300.0,4626.0,14219.0,1707.0,5850.0,7249.0,4736.0,11594.0,3166.0,7213.0,103246.0
2020-02-09,917.9,25.0,622.2,42334.0,5590.0,15700.0,529.0,3361.0,8318.0,5107.0,6416.0,1196.0,8103.0,99571.0
2020-02-16,1209.9,17.3,1107.3,36101.0,4214.0,10764.0,1293.0,5117.0,6725.0,4276.0,9346.0,3089.0,6660.0,90228.0
2020-02-23,1218.3,36.6,941.6,36480.0,4634.0,12935.0,1601.0,5551.0,6759.0,4303.0,10596.0,3241.0,6426.0,94933.0
2020-03-01,950.5,23.7,843.1,30746.0,3934.0,10362.0,1394.0,5030.0,5911.0,3522.0,8972.0,2997.0,5765.0,80790.0
2020-03-08,-23121.8,16.4,575.6,39480.0,5257.0,13825.0,255.0,6224.0,8113.0,4831.0,11944.0,546.0,8098.0,101498.0
2020-03-15,-118456.6,12.6,636.2512396694215,42470.0,6983.0,15880.0,755.0,8343.0,11712.0,5466.0,13945.0,2034.0,11306.0,122711.0
2020-03-22,527.1999999999999,3.0,444.4487603305785,42320.0,10450.0,14306.0,4958.0,13710.0,18775.0,5599.0,20572.0,8988.0,17611.0,162040.0
2020-03-29,887.2,4.2,547.9,36193.0,10884.0,4.0,5821.0,13061.0,18608.0,4454.0,18108.0,9247.0,17833.0,138722.0
2020-04-05,1054.7,0.0,355.6,40209.0,11840.0,0.0,6926.0,14689.0,19638.0,5116.0,19778.0,10712.0,18994.0,152922.0
2020-04-12,2578.7,0.0,298.1,54020.0,19274.0,0.0,13293.0,25749.0,32439.0,6011.0,31772.0,20109.0,30887.0,241133.0
2020-04-19,1911.5,2.2,317.2,44554.0,14188.0,0.0,9469.0,19081.0,24845.0,5322.0,24490.0,14240.0,23364.0,185737.0
2020-04-26,2197.6,0.0,497.90000000000003,62791.0,17849.0,0.0,11428.0,22363.0,30477.0,7395.0,29852.0,16971.0,30045.0,237088.0
2020-05-03,1979.9,4.4,494.5,42615.0,10799.0,0.0,6911.0,14584.0,18353.0,5235.0,19541.0,10697.0,17500.0,151297.0
2020-05-10,2178.3,6.300000000000001,234.0,58523.0,14794.0,0.0,9712.0,20067.0,25908.0,7271.0,26622.0,14887.0,25277.0,209898.0
2020-05-17,1552.3,13.5,413.6,56832.0,13552.0,0.0,8491.0,18047.0,23215.0,7245.0,24212.0,13762.0,23039.0,194859.0
2020-05-24,2739.5,14.4,410.8,60146.0,16032.0,0.0,11594.0,24791.0,27107.0,7415.0,29414.0,19566.0,26960.0,230094.0
2020-05-31,2615.1,8.399999999999999,348.3,72360.0,17883.0,0.0,12555.0,27851.0,30903.0,8651.0,33237.0,21489.0,31418.0,264742.0
2020-06-07,2589.6,9.9,456.6,54776.0,13553.0,0.0,9123.0,20329.0,22034.0,6686.0,25058.0,15909.0,21772.0,195457.0
2020-06-14,2807.2,3.4,305.9,59411.0,13599.0,0.0,10195.0,22108.0,23172.0,7363.0,27235.0,16920.0,23058.0,209694.0
2020-06-21,2968.4,19.0,284.1,63430.0,13333.0,0.0,9023.0,20352.0,21998.0,8251.0,27229.0,15135.0,22258.0,207876.0
2020-06-28,3465.9,1.7999999999999998,394.2,74413.0,16907.0,0.0,10079.0,23602.0,26205.0,9358.0,31081.0,17385.0,27083.0,244244.0
2020-07-05,3040.3999999999996,12.5,654.4,59566.0,11394.0,0.0,7802.0,18574.0,19396.0,7692.0,24792.0,14463.0,19197.0,188804.0
2020-07-12,2725.4,1.7000000000000002,401.2,56079.0,11578.0,0.0,8798.0,19061.0,20904.0,7206.0,24951.0,15185.0,19879.0,189382.0
2020-07-19,3058.5,1.5000000000000002,279.6,60488.0,13579.0,0.0,10724.0,22995.0,24380.0,7436.0,29067.0,18014.0,23980.0,217270.0
2020-07-26,3092.0,2.9,378.9,65213.0,13818.0,0.0,11701.0,24899.0,26687.0,8306.0,32509.0,19905.0,25522.0,235972.0
2020-08-02,3620.2,11.0,366.8,66067.0,15904.0,0.0,11516.0,25080.0,26702.0,7966.0,32032.0,19781.0,25579.0,237982.0
2020-08-09,3908.6,10.700000000000001,282.6,70985.0,17375.0,0.0,11702.0,24955.0,25971.0,8266.0,32402.0,18983.0,25096.0,243300.0
2020-08-16,3997.7,6.7,351.2,65265.0,14046.0,0.0,8811.0,19270.0,21426.0,8212.0,27235.0,14890.0,21556.0,207278.0
2020-08-23,3594.7,24.1,471.8,67214.0,13984.0,0.0,9730.0,22183.0,23121.0,8616.0,29987.0,16783.0,23150.0,222162.0
2020-08-30,2882.0,27.3,578.0,63077.0,11676.0,0.0,7791.0,19263.0,20058.0,8013.0,26642.0,14332.0,19979.0,197281.0
2020-09-06,2646.0,46.0,300.4,63546.0,11478.0,0.0,7676.0,18475.0,19301.0,7959.0,25106.0,13810.0,19468.0,192920.0
2020-09-13,2771.6,0.2,233.0,74698.0,14940.0,0.0,10630.0,25429.0,27308.0,9199.0,32836.0,18985.0,27838.0,249681.0
2020-09-20,3162.4,0.0,276.2,77139.0,16278.0,0.0,10782.0,26071.0,28636.0,9441.0,33378.0,19437.0,29012.0,258392.0
2020-09-27,2412.2,50.300000000000004,472.59999999999997,63916.0,11217.0,0.0,6602.0,16394.0,18330.0,8635.0,23651.0,11488.0,18984.0,185221.0
2020-10-04,2105.5,8.3,477.20000000000005,54322.0,8072.0,0.0,3879.0,10324.0,12368.0,7293.0,17143.0,7004.0,12968.0,138044.0
2020-10-11,1948.7,10.5,745.0,53673.0,7342.0,0.0,3770.0,9792.0,11739.0,7358.0,16145.0,7015.0,12157.0,133252.0
2020-10-18,1377.0,53.4,349.4,47255.0,7047.0,0.0,3665.0,9182.0,11216.0,6073.0,15195.0,6675.0,11096.0,121130.0
2020-10-25,2266.7,0.7,670.1,50479.0,7429.0,0.0,4113.0,10867.0,12969.0,6894.0,16737.0,7942.0,12929.0,134486.0
2020-11-01,2080.7000000000003,27.9,800.0,53161.0,8702.0,0.0,3932.0,10917.0,13946.0,6925.0,17578.0,7753.0,14490.0,142258.0
2020-11-08,1470.4,0.8,506.8,50683.0,10180.0,0.0,5091.0,12691.0,16284.0,6616.0,18875.0,8701.0,16629.0,150709.0
2020-11-15,1846.2,0.0,531.4,51021.0,9571.0,0.0,4743.0,12022.0,15938.0,6463.0,18495.0,7734.0,16422.0,147299.0
2020-11-22,1420.9,4.199999999999999,721.9,45696.0,7527.0,0.0,3255.0,9225.0,12119.0,6182.0,15158.0,332.0,12359.0,115857.0
2020-11-29,635.1999999999999,0.8,430.4,46108.0,7454.0,0.0,3117.0,8216.0,11811.0,5946.0,14143.0,0.0,12335.0,112942.0
2020-12-06,521.7,1.7,566.5,37646.0,5351.0,0.0,1997.0,5746.0,7976.0,4888.0,10547.0,0.0,8296.0,85463.0
2020-12-13,565.1,0.0,497.2,38669.0,5572.0,0.0,2088.0,6379.0,8491.0,5111.0,10370.0,0.0,8890.0,88576.0
2020-12-20,1363.1,0.0,603.3,36422.0,7120.0,0.0,2991.0,7815.0,11108.0,4746.0,12632.0,0.0,11262.0,97482.0
2020-12-27,1151.6,19.299999999999997,822.0,16154.0,3685.0,0.0,1484.0,3996.0,5233.0,2026.0,5953.0,0.0,5096.0,45450.0
2021-01-03,419.0,18.9,462.4,18069.0,5208.0,3366.0,2194.0,5907.0,7491.0,2166.0,7947.0,0.0,7299.0,61938.0
2021-01-10,195.3,6.6,337.7,24576.0,4450.0,9173.0,1631.0,4870.0,6752.0,2976.0,8252.0,0.0,6460.0,71305.0
2021-01-17,201.7,12.5,625.8,26427.0,4412.0,9840.0,1646.0,4889.0,6786.0,3411.0,8845.0,0.0,6587.0,75041.0
2021-01-24,829.9,34.4,900.8,28886.0,5731.0,11638.0,2463.0,6722.0,9219.0,3475.0,11096.0,0.0,8997.0,91092.0
2021-01-31,499.0,13.100000000000001,676.0,21873.0,3702.0,7434.0,733.0,3745.0,5249.0,2555.0,6471.0,0.0,5218.0,58833.0
2021-02-07,961.0,19.2,605.0,29063.0,5694.0,10079.0,0.0,0.0,7176.0,3359.0,0.0,0.0,4816.0,63225.0
2021-02-14,-802.2,11.5,603.4,22905.0,4572.0,7940.0,395.0,2242.0,5748.0,2542.0,3909.0,0.0,4630.0,56797.0
2021-02-21,1391.1,5.8,783.9,37892.0,10065.0,18318.0,4954.0,12089.0,16504.0,4311.0,16596.0,0.0,15916.0,141109.0
2021-02-28,1769.9,2.8000000000000003,506.1,48368.0,12746.0,23033.0,6745.0,15089.0,21459.0,5698.0,21396.0,9268.0,21323.0,190953.0
2021-03-07,-12204.7,0.9000000000000001,-6671.4,43971.0,9994.0,18859.0,4820.0,11418.0,16870.0,5221.0,17052.0,8220.0,16992.0,158173.0
2021-03-14,953.4000000000001,16.2,917.2,32338.0,4980.0,10695.0,2013.0,5676.0,7748.0,3929.0,10159.0,3796.0,7458.0,91436.0
2021-03-21,-57506.6,22.0,-31717.484375,36164.0,6065.0,12194.0,2787.0,6750.0,9797.0,4195.0,12038.0,4585.0,9660.0,107339.0
2021-03-28,-4627.0,4.2,284.2843749999997,46423.0,9623.0,18203.0,5117.0,11825.0,15695.0,5273.0,18077.0,8535.0,15654.0,159149.0
2021-04-04,1854.4,1.1,436.9,51782.0,14189.0,24357.0,9147.0,18859.0,23774.0,5300.0,24254.0,14933.0,23602.0,216619.0
2021-04-11,778.1,8.3,742.1,24527.0,4411.0,8586.0,2202.0,5438.0,7297.0,2846.0,8619.0,3763.0,7017.0,77007.0
2021-04-18,835.1,16.200000000000003,363.8,40978.0,8220.0,16366.0,4270.0,10026.0,13533.0,5258.0,16272.0,7029.0,12992.0,138934.0
2021-04-25,1457.8,2.8,370.2,51901.0,13751.0,24495.0,7475.0,16997.0,23404.0,5980.0,23521.0,12750.0,22520.0,209045.0
2021-05-02,1560.8,25.8,490.1,48708.0,12248.0,22281.0,6609.0,15132.0,20396.0,5966.0,22060.0,11295.0,19775.0,190096.0
2021-05-09,1682.1,4.199999999999999,765.4,41576.0,10007.0,17575.0,5411.0,12399.0,15365.0,4977.0,17580.0,9017.0,14952.0,153190.0
2021-05-16,2144.1,29.4,524.1,39139.0,10115.0,17300.0,6079.0,12931.0,16183.0,4746.0,17999.0,9470.0,16006.0,154083.0
2021-05-23,1952.8999999999999,9.5,766.6,43203.0,9139.0,17139.0,4902.0,11623.0,14649.0,5393.0,17344.0,8487.0,14497.0,150784.0
2021-05-30,2005.0,11.7,565.9,46500.0,11739.0,20506.0,7997.0,16144.0,20180.0,5115.0,21683.0,12429.0,19822.0,187622.0
2021-06-06,3026.4,4.3,366.2,56313.0,13655.0,23033.0,8320.0,18578.0,22282.0,6706.0,24882.0,14173.0,22724.0,217077.0
2021-06-13,3183.2,7.9,341.8,70084.0,17773.0,29932.0,10488.0,23294.0,28097.0,8418.0,31385.0,17545.0,28290.0,273372.0
2021-06-20,3957.9,0.0,414.70000000000005,69334.0,17997.0,27689.0,9294.0,21246.0,24845.0,8189.0,29507.0,15194.0,25388.0,256171.0
2021-06-27,2927.6,35.9,394.2,59454.0,12406.0,22979.0,7788.0,18091.0,19799.0,6984.0,24129.0,13129.0,20341.0,211031.0
2021-07-04,2942.8,22.099999999999998,394.0,55802.0,10364.0,19493.0,5906.0,14693.0,16663.0,6651.0,21055.0,10540.0,17072.0,183617.0
2021-07-11,3018.0,-1973.4,409.9,52065.0,10624.0,19661.0,6987.0,15241.0,17624.0,6290.0,20959.0,11400.0,17424.0,183477.0
2021-07-18,3138.5,63.8,356.5,45352.0,9145.0,16658.0,1663.0,7885.0,15364.0,4964.0,12018.0,2681.0,15823.0,136333.0
2021-07-25,3157.5,10.3,298.1,57140.0,12648.0,23073.0,3300.0,15468.0,21516.0,6828.0,22385.0,7702.0,21279.0,196340.0
2021-08-01,3068.7,8.2,707.2,51488.0,10764.0,19973.0,6549.0,15554.0,17881.0,6430.0,21381.0,11220.0,17451.0,181917.0
2021-08-08,2792.4,23.599999999999998,488.4,43711.0,8538.0,16723.0,5943.0,12865.0,14601.0,5234.0,18403.0,9761.0,14328.0,152914.0
2021-08-15,3265.9,1.0,344.2,61738.0,14227.0,26730.0,10422.0,22936.0,25517.0,7274.0,29526.0,17157.0,24015.0,243940.0
2021-08-22,2801.9,2.6,537.5,53968.0,10164.0,21135.0,6359.0,14881.0,17320.0,6765.0,22856.0,10568.0,16805.0,184220.0
2021-08-29,2585.2,72.4,384.40000000000003,53975.0,9764.0,19831.0,5782.0,13688.0,15662.0,6702.0,20006.0,9693.0,15826.0,174217.0
2021-09-05,2819.0,6.1000000000000005,274.1,69696.0,14784.0,28613.0,9616.0,22422.0,26360.0,6955.0,29222.0,16288.0,26404.0,256293.0
2021-09-12,3181.4,0.9,356.6,66740.0,13862.0,26377.0,8631.0,20898.0,23065.0,8314.0,26753.0,14850.0,23716.0,239154.0
2021-09-19,2745.0,8.3,313.1,63034.0,11919.0,23547.0,7545.0,16938.0,20489.0,7946.0,24112.0,12262.0,20666.0,214187.0
2021-09-26,2514.2,2.6,349.8,66540.0,12364.0,24218.0,7660.0,17669.0,21390.0,8537.0,24106.0,12543.0,21599.0,222266.0
2021-10-03,2335.6,1.7,731.8,53469.0,8005.0,17726.0,3900.0,10239.0,12636.0,6836.0,16672.0,6812.0,12782.0,153054.0
2021-10-10,1917.6,0.5,449.6,59035.0,10169.0,21450.0,5568.0,12759.0,17800.0,7218.0,20303.0,9390.0,17693.0,186101.0
2021-10-17,1554.3,6.6,374.5,43249.0,6443.0,14605.0,3274.0,7872.0,11207.0,5400.0,14665.0,5651.0,10819.0,124400.0
2021-10-24,1760.7,2.8,752.4,43353.0,6301.0,13768.0,3052.0,8116.0,10889.0,5246.0,12800.0,5717.0,10425.0,119667.0
2021-10-31,1946.9,0.0,704.5,55919.0,8796.0,18400.0,3971.0,10137.0,13902.0,7154.0,16526.0,6758.0,14179.0,155742.0
2021-11-07,1331.1,-2954.9999999999995,568.6,43428.0,6615.0,13523.0,2642.0,7106.0,9855.0,5266.0,11432.0,4864.0,10016.0,114747.0
2021-11-14,945.5999999999999,-1995.3,321.8,49300.0,6920.0,15212.0,2500.0,7095.0,10382.0,6101.0,12628.0,4475.0,10811.0,125424.0
2021-11-21,1203.9,2.9,454.0,47757.0,6229.0,13473.0,2179.0,6172.0,8735.0,6081.0,11379.0,3950.0,9197.0,115152.0
2021-11-28,501.8,1.6,374.9,46243.0,5606.0,11896.0,1834.0,5837.0,8260.0,5734.0,10149.0,3524.0,8754.0,107837.0
2021-12-05,704.6,16.5,769.7,38181.0,4197.0,9050.0,1290.0,4217.0,5982.0,4505.0,7691.0,2583.0,6299.0,83995.0
2021-12-12,598.4,7.1000000000000005,695.9,42684.0,4767.0,9937.0,1596.0,4888.0,7010.0,5046.0,9127.0,3004.0,7511.0,95570.0
2021-12-19,1139.4,8.9,356.3,47606.0,5567.0,11898.0,1897.0,5637.0,7933.0,5537.0,10384.0,3665.0,8619.0,108743.0
2021-12-26,374.09999999999997,12.2,513.6,32511.0,3886.0,7903.0,1303.0,3779.0,5958.0,3717.0,6600.0,2500.0,6421.0,74578.0
2022-01-02,1201.3000000000002,6.9,534.5,19024.0,3388.0,5806.0,1410.0,3938.0,5110.0,2083.0,5163.0,3033.0,5344.0,54299.0
